mode,trial,choice,reaction_time,reward,condition,reward_prob_1,reward_prob_2,payoff_1,payoff_2
practice,1,,,0,2,0.6048813378285252,0.5895259176684322,1,1
practice,2,1.0,1.2621741000002658,0,0,0.6450662699958258,0.532447233773351,0,0
practice,3,0.0,0.6637135999990278,0,0,0.6544730304236281,0.4820174398686927,0,1
practice,4,1.0,1.6807742999990296,0,0,0.6295070273466354,0.4252397541511419,1,0
practice,5,1.0,0.7244124999997439,1,0,0.5679421023416429,0.4404499769727866,0,1
practice,6,1.0,1.3490103000003728,0,0,0.5057265612503707,0.4767937004162516,1,0
practice,7,1.0,0.7489550999998755,1,0,0.5299104961702631,0.5875052716684093,1,1
practice,8,0.0,0.7103128999988257,1,0,0.4030939498648241,0.6912719207033811,1,1
practice,9,1.0,0.8124138999992283,0,0,0.4098576530717423,0.703002110217567,0,0
practice,10,1.0,1.682268299999123,0,0,0.4852593686872998,0.6133538421122819,0,0
practice,11,0.0,0.8522588999985601,1,1,0.5982400301327102,0.4611017175390863,1,0
practice,12,1.0,0.6741086000001815,0,0,0.5700000000000001,0.5700000000000001,1,0
practice,13,1.0,1.171627499999886,1,0,0.5792713453600711,0.5743257572505513,0,1
practice,14,1.0,1.7908855999994555,1,0,0.5209585601843156,0.5430366598138994,1,1
practice,15,0.0,1.4657168999983696,1,1,0.5713062151057653,0.6071481723495469,1,1
main,1,1.0,1.5334284999989904,1,0,0.5555764354033338,0.507331683071509,0,1
main,2,1.0,1.1156688000010035,0,0,0.6173516061429684,0.4722098382621827,0,0
main,3,1.0,0.7837795000014012,0,0,0.6998149658484075,0.4871891523306988,1,0
main,4,0.0,0.5256102999992436,1,1,0.6472512599993743,0.4905705231485084,1,0
main,5,0.0,0.5329022000005352,1,0,0.5705385380355457,0.3822294541142697,1,0
main,6,1.0,0.5422513000012259,1,0,0.5336879423837548,0.3999344419974107,0,1
main,7,0.0,0.4937061999989964,0,0,0.6766626914996801,0.3494014769954491,0,0
main,8,0.0,0.7156708000002254,0,0,0.5746108049304197,0.3275104908367029,0,0
main,9,1.0,0.4787940999995044,0,0,0.5822844524130715,0.3477290484179657,1,0
main,10,1.0,0.3657529000010981,1,0,0.5277915985295425,0.3503677982391853,0,1
main,11,0.0,0.6283206999978574,1,0,0.6220985467078743,0.3741504047945457,1,0
main,12,1.0,0.5888550999989093,1,1,0.7071876562101755,0.315027381896704,1,1
main,13,1.0,0.602121600000828,0,0,0.6583194240295823,0.3100954705115482,1,0
main,14,0.0,0.4516256999995676,0,0,0.7150983687115405,0.2655892433604397,0,0
main,15,0.0,0.2527282000010018,0,0,0.7937841733878638,0.1978801497946095,0,0
main,16,1.0,0.4181375999978627,1,0,0.7620256379026874,0.2642680407866135,1,1
main,17,0.0,0.6711816000024555,1,0,0.817794370837621,0.2288164386578578,1,0
main,18,1.0,0.6302098000014666,0,0,0.9435056276759936,0.1345313686941853,1,0
main,19,1.0,0.5435674999971525,0,0,0.8804253942700598,0.1261173766957216,1,0
main,20,0.0,1.1342187999980524,0,0,0.8814141990220901,0.1677151624540507,0,0
main,21,1.0,0.8179218000004767,0,0,0.9264750705152516,0.1962573691559996,1,0
main,22,0.0,1.3975672000015038,1,1,0.762212792355211,0.2408279100045875,1,1
main,23,0.0,0.5521472000000358,1,0,0.8327418190820164,0.2423763153838119,1,0
main,24,1.0,0.2886333999995258,1,0,0.8757280101649098,0.2106531472887219,1,1
main,25,1.0,0.326010300002963,0,0,0.9013925505170036,0.2878587655588414,0,0
main,26,1.0,1.1766778999990493,1,0,0.5,0.5,0,1
main,27,0.0,0.5554219000005105,0,0,0.4719828910840698,0.4796308032393948,0,0
main,28,1.0,0.647579799999221,1,1,0.4513008603543974,0.5630810935544721,0,1
main,29,1.0,0.3441082999997888,1,0,0.3446729419908692,0.5792654836571692,1,1
main,30,1.0,0.1216688999993493,0,0,0.3374542895929637,0.5943212284460686,1,0
main,31,0.0,0.57456970000203,1,0,0.367445229764992,0.5801782057063045,1,0
main,32,1.0,1.3486673000006704,1,0,0.4976712494722673,0.5824852181211599,0,1
main,33,1.0,1.4286746999969182,1,1,0.3333593553523262,0.6235551808380343,1,1
main,34,0.0,0.922765100000106,0,0,0.2416522829880249,0.6867467796027612,0,1
main,35,0.0,0.8734736000005796,1,0,0.1954548416503445,0.6610384576384785,1,1
main,36,0.0,0.3715152999975544,0,0,0.1806539590022541,0.6858922610894085,0,1
main,37,1.0,0.668712400001823,0,0,0.2585910413996341,0.7125668466396822,1,0
main,38,0.0,0.4667463999976462,1,0,0.3034000469783592,0.719395712538573,1,1
main,39,0.0,1.9308382000017448,1,0,0.2774123151243411,0.7497367459912953,1,1
main,40,0.0,0.3305886999987706,0,0,0.3203517709245289,0.7761823879455345,0,1
main,41,0.0,0.6054903000003833,0,0,0.2684777941551301,0.8809623695633028,0,1
main,42,1.0,0.5514341999987664,1,1,0.3346085059258523,0.8347006482472681,1,1
main,43,1.0,0.4545697000030486,1,0,0.2579254923539166,0.867215787680252,0,1
main,44,1.0,0.7543394999993325,1,0,0.4074136158677973,0.783146094047992,0,1
main,45,0.0,0.6586466000007931,0,0,0.425344217763901,0.8264381872117291,0,1
main,46,1.0,0.5735208000005514,1,0,0.4662876056950817,0.8227638375474596,1,1
main,47,0.0,0.3446073000013712,1,1,0.4699781861380498,0.8394255000366103,1,0
main,48,1.0,0.2890022999999928,1,0,0.509206483141894,0.7911605989847486,1,1
main,49,0.0,0.416649699996924,0,0,0.5184084219996459,0.7727685057692465,0,1
main,50,1.0,1.4820073999981105,1,0,0.5637427877650272,0.8211214224040462,0,1
main,51,0.0,1.171323400001711,1,0,0.4766131231067463,0.8442721774128977,1,1
main,52,0.0,1.4626190000017232,0,0,0.5101631638151504,0.8759862592958275,0,1
main,53,1.0,0.3086155999990296,1,1,0.5373046120554245,0.9457038297930778,0,1
main,54,1.0,0.2845465000027616,1,0,0.5,0.5,1,1
main,55,0.0,0.3384546999986924,1,0,0.5812659852796718,0.4929527387281269,1,1
main,56,0.0,0.7434900000007474,1,0,0.5323700296768289,0.5178441520006767,1,0
main,57,1.0,0.4584974999997939,1,0,0.6332055734256198,0.5325423700274119,0,1
main,58,1.0,0.4445286999980453,0,0,0.616819735713173,0.5752950281078111,0,0
main,59,1.0,0.6524775999969279,1,0,0.6207942107811124,0.5297002062549752,1,1
main,60,1.0,0.6466222999988531,0,0,0.6927991189348858,0.472623485360633,1,0
main,61,1.0,0.7345588999996835,0,0,0.6307779308277921,0.5408487902231341,1,0
main,62,0.0,0.8034222000023874,1,1,0.6010610165804272,0.5629538171812336,1,1
main,63,0.0,0.5179066000018793,1,0,0.5938628279305249,0.5485335256775808,1,1
main,64,1.0,0.6835081000026548,1,1,0.5174652674776103,0.5603057809526362,1,1
main,65,1.0,0.6405826000009256,0,0,0.5903233635427309,0.4884582253153499,0,0
main,66,1.0,0.7354515000006359,0,0,0.5926870653689377,0.3838791838029327,0,0
main,67,0.0,0.4200249999994412,1,0,0.5892403132436296,0.3817475076191324,1,0
main,68,1.0,0.5013135999979568,0,0,0.7275026864529266,0.3243066927127273,1,0
main,69,0.0,0.7766879999981029,0,0,0.7980980413424485,0.3541915050790173,0,1
main,70,1.0,0.403783800000383,0,0,0.7695153346217791,0.383505458471255,1,0
main,71,0.0,0.4638570999995863,0,0,0.6653645361105918,0.4128171778673541,0,1
main,72,1.0,0.0964163000026019,1,0,0.6073661955115576,0.4310398720744426,1,1
main,73,1.0,0.4037891999978455,0,0,0.5942397913883076,0.483238078737103,1,0
main,74,0.0,0.3364662000021781,0,0,0.5896869148914189,0.5257662349966389,0,0
main,75,1.0,0.3893580999974801,0,0,0.6425778142776175,0.4396669464203798,1,0
main,76,0.0,0.5953082999985781,1,0,0.7300274674782545,0.3957087910043121,1,1
main,77,1.0,0.3533137999984319,0,0,0.7186550196140093,0.424261688642449,0,0
main,78,0.0,0.2953507999991416,1,0,0.7305718026908747,0.4321459256890917,1,0
main,79,1.0,0.5093219999980647,1,1,0.7370942615817434,0.4307676582495907,0,1
main,80,1.0,0.2712454000029538,0,0,0.5,0.5,0,0
main,81,1.0,0.319786700001714,0,0,0.5132840524848181,0.5293818934658765,1,0
main,82,1.0,0.3251963000002433,1,0,0.4642377213378965,0.496110214648747,0,1
main,83,1.0,0.2761930999986361,0,0,0.5602326971661055,0.4573340755356077,1,0
main,84,1.0,0.5320630999995046,0,0,0.5116863524921631,0.5780463466624218,1,0
main,85,0.0,0.4532068999978946,0,0,0.4047122332770528,0.5790790009340349,0,0
main,86,0.0,0.4297828999988269,0,0,0.3694809299222456,0.5862831269214344,0,1
main,87,0.0,0.5744008999972721,1,0,0.3225037940037636,0.6022945459428005,1,0
main,88,0.0,0.2557865000017045,0,0,0.1342688090626034,0.6866723600221399,0,0
main,89,1.0,1.7257323000012548,1,0,0.1555065733328757,0.7546355228545348,0,1
main,90,0.0,2.1351544999997714,0,0,0.2830480646641918,0.7914573803464442,0,0
main,91,1.0,0.3233455000008689,1,0,0.1931758696451702,0.787845018926644,0,1
main,92,0.0,1.565686600002664,0,0,0.075350179431446,0.8234143372266621,0,0
