Mode,Trial,Arm_Chosen,Win,Condition,Reward_Prob_1,Reward_Prob_2
practice,1,0,False,non-salient,0.5,0.5,0.0,0.0
practice,2,0,False,non-salient,0.4556096101963374,0.487174164176505,0.0,0.0
practice,3,1,True,non-salient,0.4607858790389544,0.4989599740504653,1.0,1.0
practice,4,1,False,non-salient,0.4975212208832216,0.5064235877398063,1.0,0.0
practice,5,1,True,non-salient,0.5804118065006014,0.5235023361986411,1.0,1.0
practice,6,1,True,non-salient,0.5538530623580917,0.5701354341774535,1.0,1.0
practice,7,1,True,non-salient,0.457263876074386,0.5508034598202259,1.0,1.0
practice,8,1,False,non-salient,0.4650963394950888,0.5237323811269676,0.0,0.0
practice,9,1,False,non-salient,0.4616408533834361,0.5265898356366383,0.0,0.0
practice,10,1,False,non-salient,0.4835451656178302,0.4961132020450787,0.0,0.0
practice,11,0,False,non-salient,0.4329962476010882,0.5950954853803965,0.0,1.0
practice,12,1,True,salient,0.4521366749807378,0.6313871268694357,0.0,1.0
