trial,mu_1,mu_2,payoff_1,payoff_2
1,0.539259761657026,0.38983818755663036,0,0
2,0.6183214216413527,0.3776319169404861,0,0
3,0.6976803941418116,0.3469536761435925,0,0
4,0.6716315062861246,0.45332597149862924,1,0
5,0.6726800004336132,0.40929960835503615,1,1
6,0.6656839025282585,0.4221220540931211,1,0
7,0.47509285867361417,0.5138437518228516,0,0
8,0.40924258776054656,0.513255688334136,1,1
9,0.33453573658980085,0.5693811618433289,0,1
10,0.37576721337398106,0.6469897162816212,1,1
11,0.4393305231236829,0.6425433448145382,1,0
12,0.4031819217245547,0.7237593178860369,0,0
13,0.2913671552330676,0.6850248662047269,0,0
14,0.286721551231349,0.7680775350195675,0,1
15,0.4580082727629519,0.7137391866759734,0,1
16,0.3885940636265006,0.7427510803316637,1,1
17,0.5,0.5,1,1
18,0.42910016689653746,0.46142974672629483,0,1
19,0.3498319403114459,0.447295853596731,1,0
20,0.28884377290268914,0.5078213382421867,0,0
21,0.14735338356309657,0.4054047064035105,0,0
22,0.16745633121137976,0.41675929225105623,0,0
23,0.1681881213286605,0.4433822082651126,0,0
24,0.16636969212274566,0.5082928495323971,0,0
25,0.3375207259237576,0.4685278639652598,0,0
26,0.3138726607875648,0.5100184515119606,1,1
27,0.5,0.5,1,0
28,0.47444598543066496,0.5040843522492718,0,1
29,0.39787082670167556,0.5251660911294407,0,0
30,0.4233194485299198,0.5282725752128838,0,0
31,0.5429009808341501,0.3923932517085473,1,0
32,0.5580421411857014,0.41689954232648946,1,0
33,0.4483566341764959,0.4754155223089993,1,1
34,0.46607633899063056,0.4588285140603761,1,0
35,0.4268959817853254,0.4017258564875676,0,0
36,0.49455650130526807,0.470370075303434,1,1
37,0.47017367402487276,0.5620220732775894,1,1
38,0.47558436837791634,0.5419085765097644,1,0
39,0.45421768066797713,0.5626092869697602,0,1
40,0.5470464881908993,0.5282853194255772,0,1
41,0.48942458041913517,0.6035428382998327,0,1
42,0.48937442696627925,0.6420940206395667,1,1
43,0.44094960897569757,0.7154183351248447,1,1
