trial_num,mu_1,mu_2,payoff_1,payoff_2
1,0.5855363040196699,0.6381080490131388,0,0
2,0.6033896026174137,0.5600545509686041,1,1
3,0.6049782259311882,0.5343168229019467,1,1
4,0.5681357267860759,0.5722927955710742,0,0
5,0.7139423410538732,0.47552752830729095,1,0
6,0.6623504178751306,0.5428563209851882,1,0
7,0.6083606312067462,0.6133962699589218,0,1
8,0.5603559893467551,0.6701174365769221,1,1
9,0.6866870430235135,0.6955221887988035,1,1
10,0.6274139621628985,0.6700764033351292,0,1
11,0.5298171467611894,0.7300055006426944,0,0
12,0.5411911957171793,0.7201916267964862,1,0
13,0.5318214602752428,0.7417931287023396,1,1
14,0.46361486035479715,0.8273363263382185,0,1
15,0.4010875367419393,0.7939378294187625,0,0
16,0.4347470641874993,0.7597743867713398,0,1
17,0.5473105899912603,0.7078817869965159,1,1
18,0.5796291898437516,0.6817286328441182,0,1
19,0.6238215644958707,0.6881848320066,1,1
20,0.5081039235914445,0.6879718058217551,0,1
21,0.5814853839054951,0.7157484192265627,0,1
22,0.5336304558365824,0.6796914922337833,1,1
23,0.5135407161746814,0.7260948452007068,0,1
24,0.5339039115031289,0.6533957876321763,1,0
25,0.49056454461093535,0.6750180391500623,0,0
26,0.5523608896423099,0.6757762760729441,1,0
27,0.53,0.53,0,1
28,0.6322260009418759,0.5256540644936477,1,0
29,0.7826863422376644,0.4016915944586391,1,1
30,0.7066497662944365,0.3466367157765047,1,0
31,0.6560153082731562,0.34104971169436993,1,0
32,0.8388854490091774,0.34212114165380025,1,0
33,0.8573200010919786,0.30911738462043037,1,0
34,0.8105933576643481,0.25855179514543636,1,0
35,0.7452175939145428,0.34987202443497345,1,0
36,0.6188093609258069,0.3937468000792209,1,1
37,0.7286517111749764,0.42431551240446863,1,1
38,0.5736518791147122,0.5187108265217062,1,0
39,0.572794862680244,0.5359884469779373,1,0
40,0.672471127175689,0.5278307345171276,1,0
41,0.6635782117416438,0.6116136964642739,0,0
42,0.6630090426701544,0.6216392930548238,1,1
