trial_num,mu_1,mu_2,payoff_1,payoff_2
1,0.6048813378285252,0.5895259176684322,1,1
2,0.6450662699958258,0.532447233773351,0,0
3,0.6544730304236281,0.4820174398686927,0,1
4,0.6295070273466354,0.4252397541511419,1,0
5,0.5679421023416429,0.4404499769727866,0,1
6,0.5057265612503707,0.47679370041625163,1,0
7,0.5299104961702631,0.5875052716684093,1,1
8,0.4030939498648241,0.6912719207033811,1,1
9,0.4098576530717423,0.703002110217567,0,0
10,0.4852593686872998,0.6133538421122819,0,0
11,0.5982400301327102,0.4611017175390863,1,0
12,0.5700000000000001,0.5700000000000001,1,0
13,0.5792713453600711,0.5743257572505513,0,1
14,0.5209585601843156,0.5430366598138994,1,1
15,0.5713062151057653,0.6071481723495469,1,1
16,0.478670147214182,0.6542559356743571,0,1
17,0.4559474196172988,0.628270565755606,1,1
18,0.4114849636133041,0.6509593662082387,1,0
19,0.4492141157461653,0.5962224781859093,0,0
20,0.42348277212769153,0.6045239896224839,1,1
21,0.3508345945272437,0.6594144058995359,1,1
22,0.3415989170009572,0.7115899011268907,1,1
23,0.3883485439386355,0.6918888537107928,0,1
24,0.3810809878607631,0.7149727187852202,0,1
25,0.3339707355248876,0.7561486555027139,0,1
26,0.5700000000000001,0.5700000000000001,1,1
27,0.6181561283375387,0.6231422401982021,0,0
28,0.4832636860493028,0.6470757634525464,0,1
29,0.5421156639200861,0.5865133115714598,0,0
30,0.5755622124740085,0.59173474161431,0,0
31,0.6160641582016868,0.5244041499796106,0,1
32,0.5558632805030326,0.5122177816419418,1,1
33,0.5160862113369808,0.4506150186985036,1,0
34,0.4757928094855852,0.5301517077765836,1,1
35,0.40633555639790603,0.5270309201018561,1,1
36,0.5059087683407706,0.4939744124460604,0,1
37,0.4902644683781262,0.5767408197955519,0,1
38,0.5909661348696365,0.5738713402749775,0,1
39,0.5638525837886117,0.5539668794607266,0,1
40,0.6019801890187129,0.5194400121376862,1,0
41,0.679634466586071,0.437383358986768,0,0
42,0.7068103358901341,0.43493749529333553,1,0
43,0.6608318593967337,0.4966404448244752,1,1
44,0.6341783492570825,0.4661887967241874,0,1
45,0.6691902756329831,0.3989619150064006,1,0
46,0.6793164899544051,0.3637479377743482,0,0
47,0.5700000000000001,0.5700000000000001,0,0
48,0.46241841827438723,0.5195893249514367,0,0
49,0.3938918157660427,0.5394169481370565,0,1
50,0.3832014510431259,0.455836321692466,0,1
51,0.4075754981821255,0.5058871628348487,0,1
52,0.3559445255502167,0.5327201475142345,0,0
53,0.3798713805858937,0.4415879831644567,0,1
54,0.3494987548812956,0.4871714216670862,0,1
55,0.3483290828500895,0.4583240098161725,0,0
56,0.2981025214549804,0.4138147113264506,0,0
57,0.1740733782297042,0.4944270043226129,1,1
58,0.11739674434901232,0.5470318172544466,0,0
59,0.5700000000000001,0.5700000000000001,0,1
60,0.5870054453768523,0.5696184219562679,0,1
61,0.4735279194733853,0.6697165060623294,0,1
62,0.5656480827491813,0.6503621744820702,1,1
63,0.5603366098474603,0.6740413379591421,0,0
64,0.4221983329666843,0.7257430692806597,1,1
65,0.3617498144701689,0.7195858869035363,1,1
66,0.3877292458652312,0.7849126067286061,1,1
67,0.3316320123919828,0.8055248212069934,1,1
68,0.2990687748477572,0.7751343522492493,0,1
69,0.29445124890680274,0.6969326026418783,0,1
70,0.3830478370089168,0.5821799753639925,1,1
71,0.433191120931699,0.5740021234456105,1,0
72,0.3995269673017263,0.6030521565186735,0,0
73,0.4819001429078111,0.5887060245781925,0,0
74,0.4646939135699553,0.5468037162135775,1,0
75,0.4441413021610644,0.5729661093130167,0,1
76,0.41405656294499893,0.5629805913552937,0,0
77,0.2747118744556924,0.5721464250477057,0,0
78,0.1949670573475405,0.6298254281547777,0,1
79,0.1409440901443841,0.6447986585580319,0,0
80,0.1892787616715654,0.6369270834190872,0,0
81,0.5700000000000001,0.5700000000000001,1,0
82,0.5110212927824493,0.6014787376196229,1,0
83,0.5139680055073477,0.5388518579288017,0,1
84,0.5156873342793521,0.49276576812237843,1,0
85,0.3856591131554954,0.5077835517833882,1,0
86,0.5700000000000001,0.5700000000000001,0,0
87,0.5073218055294935,0.5712831991792935,0,1
88,0.5624909422402511,0.5396119422083381,1,0
89,0.5032923386367424,0.5910163996717166,0,1
90,0.572780795198254,0.5217804194189766,1,0
91,0.6721192408507652,0.5049395992112551,1,1
92,0.6948502264206535,0.4608590116416723,1,1
93,0.6847906985175338,0.475711258899573,0,1
94,0.6391672534862343,0.5025918495101632,1,0
95,0.6385662998681558,0.5769938579787428,0,1
96,0.6615496055992314,0.5611656860915539,1,1
97,0.6413602174828501,0.6313246776726567,0,1
98,0.5628327913607678,0.6736189313601206,1,0
99,0.6350769147642081,0.6663138715348194,1,1
100,0.5860518762182292,0.7202771334582923,0,1
101,0.6304404206254595,0.7078666083431857,1,0
102,0.6927192462854479,0.6193919099278415,0,0
103,0.5719490702962806,0.7100415586307032,1,0
104,0.5255147542999169,0.7562677264690509,0,1
105,0.5205907374663576,0.7215849755472787,1,1
106,0.5612368565694401,0.6841490415069253,1,1
107,0.6106859092812718,0.6138662424783929,1,0
108,0.5700000000000001,0.5700000000000001,1,1
109,0.6011402059978479,0.5193927119927675,0,1
110,0.6568802058603549,0.4041551207104279,1,0
111,0.7399074865257007,0.3844779040963931,1,1
112,0.6928436464597711,0.44090235466626443,0,1
113,0.6881969573186617,0.3533609220559964,0,0
114,0.6199096141383755,0.34769988201447233,1,0
115,0.5698476602318506,0.37166147413730133,0,0
116,0.5029285967316194,0.3518169475606821,1,1
117,0.4827814164379567,0.4194370134775735,0,0
118,0.4618651482177955,0.4734044175607469,1,1
119,0.4768781435371638,0.5569357913971487,0,1
120,0.4061537638048495,0.5639436547865913,1,1
121,0.3529239696450092,0.5138324017379394,1,1
122,0.2900016158749542,0.5487759607910657,0,1
123,0.2467127191037623,0.5928706849604,0,1
124,0.175281405254503,0.6577888191452745,0,0
125,0.2409354929194093,0.5728733114539069,0,0
126,0.2804921437880056,0.5376311339921118,0,1
127,0.2827473841192421,0.55250332004805,0,0
128,0.3601518375354495,0.5076251845353358,1,0
129,0.3164339771045064,0.589426337083278,0,1
130,0.3229844333619982,0.6055440133452394,0,0
131,0.2948069022419615,0.6258521796052434,0,1
132,0.2153710584393341,0.6072445429427766,0,1
133,0.31164465961992427,0.5738314596233869,1,1
134,0.1400481704061397,0.6020979784180405,0,1
135,0.092290839716493,0.6806426070710971,0,1
136,0.10268722369328831,0.6422777713533667,0,0
137,0.07,0.6022663094702543,0,1
138,0.07,0.5936715415547678,0,0
139,0.0767346192249526,0.6274685065133256,0,0
140,0.20098343656135742,0.6148170146953367,0,0
141,0.2578993521367035,0.5970634921915055,0,1
142,0.394259485762366,0.574434171848188,1,0
143,0.3833422465429961,0.5620781820615497,0,1
144,0.5700000000000001,0.5700000000000001,1,1
145,0.601803291786215,0.5815625116313639,1,0
146,0.5435989669821145,0.5703042604109783,1,1
147,0.5116021114947894,0.5978965655917952,1,0
148,0.4534083914755554,0.6553938541894588,1,0
149,0.5339946721868443,0.555249559015045,1,1
150,0.5254880959487117,0.5631560341599575,0,1
151,0.5700000000000001,0.5700000000000001,1,1
152,0.5710172856434963,0.4638407868874972,1,1
153,0.6641495908564254,0.3663096472943114,1,0
154,0.7379694273316804,0.3657185156113329,1,0
155,0.7835290280011162,0.2573170979634562,0,1
156,0.7280406993308164,0.22336292042210182,1,0
157,0.6906206115429228,0.25903337750513633,1,1
158,0.6892998931538075,0.19215118321741992,1,0
159,0.8066253050627277,0.17987353204759632,1,0
160,0.787112797277498,0.1946913825991347,0,0
161,0.7227008918706519,0.2380775645018259,1,0
162,0.8374351487336003,0.2505984086393641,1,1
163,0.877882865303512,0.2381780895788724,1,0
164,0.8323438434308124,0.27705927091530513,0,1
165,0.818890126921159,0.322389184483037,1,0
166,0.7185595460619238,0.4406525979620769,1,1
167,0.7824742630835158,0.3771243201706,1,0
168,0.8242648807950281,0.3810002918206526,1,0
169,0.691716406218635,0.3761838870100743,1,0
170,0.649576315710747,0.4536060230641849,1,0
171,0.6408448218215612,0.5140182639495849,1,0
172,0.7742423986719034,0.3760745349976163,1,1
173,0.5700000000000001,0.5700000000000001,1,0
174,0.5761618591222857,0.519049396433535,1,0
175,0.5141545733247779,0.5632244580582397,1,0
176,0.4087851933674642,0.5297760420402068,1,1
177,0.3317529723662693,0.4776169434070057,0,1
178,0.3345839393645742,0.4479704593551158,0,1
179,0.3227177128563488,0.4175682806998378,1,0
180,0.3535729968268,0.4300119251470642,0,0
181,0.3952313368885655,0.4452214350022586,1,1
182,0.3847156864824372,0.5419989399793668,0,1
183,0.3573719720034866,0.6232139049747565,0,0
184,0.3711282036563581,0.5540363155217969,1,1
185,0.3814975463850351,0.5390468817915893,1,1
186,0.3772496826784646,0.5134971407130204,0,0
187,0.4609206757685466,0.5826585347839688,0,1
188,0.4734033955448314,0.6006325301094197,0,1
189,0.4421684912815515,0.4854969862480506,1,0
190,0.4221351499596299,0.5563442495352526,0,0
191,0.4100413772658039,0.6307575174191806,0,0
192,0.3247576308567864,0.7171866696929339,0,1
193,0.3549306508128347,0.6413948345566727,0,1
194,0.29011683530630117,0.7387634210941469,0,1
195,0.3080639666866421,0.7770929631427665,1,1
196,0.30698791997151553,0.7805145089196273,0,0
197,0.434824442475431,0.6339914969362037,0,1
198,0.48583054402074793,0.5865931153369186,0,0
199,0.4509381376747853,0.6037374564337128,0,0
200,0.5154771807225937,0.6695280287340855,0,0
