trial,mu_1,mu_2,payoff_1,payoff_2
1,0.6146534373000878,0.4785935051479143,1,1
2,0.5169694749142391,0.5542775088380207,0,0
3,0.5299628477897322,0.5387144758558925,0,1
4,0.5375584549797459,0.48839246533972264,1,0
5,0.49583377540551427,0.4999552882572273,0,1
6,0.5540308707182725,0.5538155572564942,0,1
7,0.511109838820458,0.5123514405776006,1,0
8,0.4478339038916367,0.513756819197303,0,1
9,0.46752186282556374,0.46866347685440113,0,0
10,0.5096963639925038,0.38422271935361146,0,0
11,0.5041990076810495,0.39446625417438724,1,0
12,0.4998251752284954,0.41581219258338836,0,0
13,0.5510451789410196,0.4191265202910823,0,0
14,0.5836041884833811,0.44043450110322624,0,0
15,0.6270133004659534,0.3829642587925891,1,0
16,0.7370149972709545,0.419724921974875,1,0
17,0.7431692097867231,0.3880060796623483,1,1
18,0.7403319207515032,0.4793262278127752,1,1
19,0.6563556863877602,0.435091380306277,0,0
20,0.6871162503116516,0.3859820277108659,0,0
21,0.8605198531862563,0.3073925323457275,1,0
22,0.8227517681264452,0.3470779668781619,1,1
23,0.8985769186475859,0.2591697964369721,1,0
24,0.9534482534631284,0.24701531507967361,1,0
25,0.946796556441543,0.19285987930621196,1,1
26,0.9019499513993137,0.2254089037173033,1,0
27,0.8849261956107717,0.20047501437228155,1,0
28,0.7817676076203726,0.15511260008525588,1,0
29,0.7993827918043667,0.18793840539508552,1,0
30,0.7896912355648956,0.15899465330718254,1,0
31,0.5,0.5,1,1
32,0.40328660141404404,0.4853927737706652,0,0
33,0.37123267363245593,0.5432703272959764,0,1
34,0.37586738933175795,0.642625523089009,0,0
35,0.41141528300601155,0.6209138656696492,1,1
36,0.46715439172394524,0.5586668068863435,1,0
37,0.43695432731884276,0.6167297805342229,0,0
38,0.47125917644937143,0.5552728922828252,1,1
39,0.41292613300787645,0.5460884836586765,0,0
40,0.4493023108565885,0.4789320588412138,0,1
41,0.407389259230454,0.5098257140918759,1,0
42,0.33747346097471165,0.5610870811305982,1,1
43,0.3148886125186448,0.5942303426526063,0,1
44,0.2842768021391313,0.6527669113432809,1,1
45,0.35125548453513344,0.6429851524388905,0,1
46,0.3887039532767471,0.6433239354655284,0,1
47,0.34157614113836604,0.6829439703020131,1,0
48,0.380544182674052,0.7305020504561119,1,1
49,0.36557210655362893,0.8183637282417684,0,1
50,0.34529767617234614,0.7820464801760023,1,0
51,0.36385585821645366,0.7588481232271214,0,1
52,0.3216834170959892,0.7981181970581113,0,1
53,0.5,0.5,0,0
54,0.6238075197601445,0.4716988313246699,1,0
55,0.7103038009550555,0.4673807396078297,0,1
56,0.5161865820350707,0.5246274076555651,0,0
57,0.4335956495307377,0.5638166149202389,1,0
58,0.47021526609441044,0.6028896482420877,1,1
59,0.34095013483983017,0.6519838172915696,0,1
60,0.40283687994165435,0.6466927120433447,1,1
61,0.4328511042473854,0.6314712882728959,0,1
62,0.5642836294919141,0.5395236628424432,0,0
63,0.6078718599342045,0.4533197650111144,1,0
64,0.7407727617892372,0.4131759792322632,0,0
65,0.7064135958095402,0.39844199908799727,1,0
66,0.70325996535095,0.26067974566692126,1,1
67,0.66709821362935,0.34108646298707285,1,0
68,0.5,0.5,0,0
69,0.5445964854380616,0.4966988318834918,0,0
70,0.5653887080922315,0.4782975486625219,1,0
71,0.6191146316406172,0.598023885271599,0,0
72,0.6971928905608479,0.507607405584806,1,1
73,0.7840045532104668,0.4339314165789616,1,0
74,0.8386685921561321,0.443066757793268,0,1
75,0.7861054819201994,0.4192035081874353,0,1
76,0.7260338560726315,0.42026851925115766,0,0
77,0.6969709883276589,0.36586941917793214,1,1
78,0.6006113961561652,0.4156744223896124,1,0
79,0.5298904839465425,0.4556737119205513,1,0
80,0.6124869833985891,0.48705954227601184,0,0
81,0.6591416448683748,0.4887877443857026,0,0
82,0.586783761641639,0.4888384931677466,1,0
83,0.5254871252043247,0.4082270684882246,0,0
84,0.5,0.5,0,0
85,0.4615409782660937,0.5186345994942562,0,0
86,0.457697281784151,0.5169531655486594,1,1
87,0.4081003104460207,0.49142824190924383,0,1
88,0.5225573684778606,0.4277862480266868,0,1
89,0.7038592381509016,0.3463128927791965,0,0
90,0.7848249751063765,0.31346633996594764,1,0
91,0.822321788409791,0.26607656592495965,1,0
92,0.7879755771699701,0.20659619301365303,1,1
93,0.8848236099300208,0.20557699894038844,1,1
94,0.9833575187291117,0.19954893009668395,1,1
95,1.0,0.21008585243960523,1,0
96,1.0,0.20707716927039027,1,1
97,0.9280616873076128,0.3080667851702456,1,0
98,0.897019226503661,0.38877551375100367,1,0
99,1.0,0.36647435804984546,1,0
100,1.0,0.38780204307530136,1,0
101,0.8028701593591225,0.49937022980929224,1,0
102,0.8996270062754294,0.45978437710256426,0,0
103,0.9211655764887572,0.4095282825075187,1,1
104,0.8313633145876345,0.45794368082518355,1,1
105,0.8475009056113672,0.4098003012269922,1,0
106,0.9330164865623221,0.3728498944604282,1,0
107,0.5,0.5,0,0
108,0.4825052125056696,0.46932527401748747,1,1
109,0.5929184779533767,0.5029181449618986,0,0
110,0.5495868983226764,0.5056627874564931,1,0
111,0.5836961114067298,0.500760722522303,1,1
112,0.4968841856183486,0.5538533784310796,0,1
113,0.4372872298409881,0.5506303176184529,0,1
114,0.46742841704439103,0.5631784431946653,0,0
115,0.5513470536638032,0.6102471851642303,1,0
116,0.5997860533531657,0.6608494131031012,1,0
117,0.7154472113762518,0.6191100637501531,1,1
118,0.7387818125931179,0.6996984127652064,0,1
119,0.7681802183170725,0.6840229108233661,1,1
120,0.7206761435786267,0.6872304287628906,1,1
121,0.667144581503114,0.6445729577985418,0,0
122,0.6462824272240746,0.6393141842244813,0,1
123,0.6956843956845551,0.7283431811237171,0,1
124,0.7281289696475818,0.7028385906157272,0,0
125,0.8031810986916922,0.7400537895105366,1,0
126,0.7732026087419132,0.7657899047082415,1,1
127,0.7407942439481953,0.6804009470260534,0,0
128,0.8054829111538102,0.6829849529724662,1,1
129,0.8447077661729361,0.6164121505443722,1,1
130,0.8242354009462162,0.5811097272785081,1,1
131,0.5,0.5,1,1
132,0.5230097443792019,0.4652416321673886,1,0
133,0.51937786929873,0.43832861867818024,0,1
134,0.5367179245859355,0.42754034398732127,0,1
135,0.4871959777250075,0.48106309404776715,1,0
136,0.4695945646429084,0.45660221213542174,1,1
137,0.45838971251037347,0.47530223797047527,0,1
138,0.44212385514933994,0.5130978362175983,0,0
139,0.4750797590177336,0.4501401128815972,0,0
140,0.4609085757842808,0.38424997423352897,0,1
141,0.4288882176108484,0.37461214687688493,0,0
142,0.4684762119268456,0.44264997248792065,0,0
143,0.3987021883274017,0.39936082469969253,0,0
144,0.3521373786796017,0.3368647877821117,0,0
145,0.41122405090723446,0.2764454455797002,0,1
146,0.5,0.5,1,0
147,0.4114873961569655,0.4924972371767805,0,1
