trial,mu_1,mu_2,payoff_1,payoff_2
1,0.5516582237399706,0.46968821824929646,0,0
2,0.6165704835957436,0.45715690168236583,1,0
3,0.5194698919358322,0.50393849451319,1,0
4,0.5248219354420657,0.48201858790804775,0,0
5,0.4649897797133722,0.4780818886400908,1,0
6,0.4873982252824197,0.3732149402327685,0,1
7,0.4694299792185233,0.3808175588843986,0,1
8,0.37116433645840285,0.4038594258481884,0,0
9,0.3512267380909824,0.49973523231608924,0,0
10,0.3346091994534811,0.521479487157049,0,0
11,0.2798694001312033,0.5029023795162576,0,0
12,0.33948217965655125,0.5017068596952026,0,1
13,0.3226194433714034,0.5024905798551195,1,0
14,0.24465647665956983,0.5177121950739183,0,1
15,0.1590387276308906,0.5315395922972385,0,0
16,0.20828438266309562,0.47777097732710666,0,0
17,0.342988550496554,0.3898308687498603,0,0
18,0.42727318204100295,0.375852695840513,0,1
19,0.4695685815574679,0.27804950775054826,1,0
20,0.4124831759229549,0.18668259518107133,1,0
21,0.5174785913987489,0.15595237190440148,0,0
22,0.49988800804360434,0.1530732162740928,1,0
23,0.503236130491459,0.13846492359225157,0,0
24,0.503314683379121,0.21499397088656114,1,0
25,0.4694149288588885,0.2613111440494066,0,0
26,0.4682116643420135,0.23300312872723425,0,1
27,0.5582313935440802,0.2120446315480359,1,0
28,0.5953108716414688,0.2303479036994188,1,0
29,0.4941509021314713,0.3225086915565849,0,1
30,0.652239002243029,0.2509069056385467,1,1
31,0.6314792790967736,0.23733148649574412,1,0
32,0.7122992511655972,0.11460004129013926,1,0
33,0.5952204975136188,0.15498201454878396,0,0
34,0.5,0.5,0,1
35,0.42929481452819723,0.530179517829984,1,1
36,0.33528182394827355,0.4725729053186482,1,1
37,0.4054559893409634,0.43260723766508724,1,1
38,0.4346600351922299,0.5599308796668996,1,0
39,0.37956042640218457,0.5770140149295298,0,0
40,0.3772040001432889,0.5939167037165455,1,0
41,0.2786918522987918,0.7009490714722714,0,1
42,0.20298782085749695,0.7713680816563875,0,0
43,0.23737553646483278,0.8094573555873008,0,1
44,0.3125452412772773,0.8028697113072497,0,1
45,0.32005893179521755,0.8357808284282164,1,1
46,0.27850084234866934,0.8012367783147234,1,1
47,0.2679378643158003,0.8160097880016974,1,1
48,0.3378718467641034,0.7903679072386607,1,1
49,0.4205928892691039,0.7755928474590973,0,1
50,0.43935479760393115,0.7646445272988693,0,1
51,0.48016057052657557,0.694889664997112,0,1
52,0.5166960890092156,0.6658768960658238,0,1
53,0.3901384696007617,0.7058178092346342,0,1
54,0.3738344906372113,0.7716319578301926,0,1
55,0.3495462222238917,0.7270567798921623,0,1
56,0.3008065095147295,0.6748027367224574,0,1
57,0.3461503334869762,0.6920845785606355,1,1
58,0.4051068303515627,0.6518562543305688,0,0
59,0.3467700833058217,0.6209520974086109,1,1
60,0.33997605011216325,0.636179952015213,0,1
61,0.3495131332673732,0.6176280573800749,0,1
62,0.38275837945688695,0.6300158963465314,0,1
63,0.33446119330749646,0.6940364928756056,0,1
64,0.5,0.5,1,0
65,0.44710022059503923,0.5422414227048102,0,0
66,0.574437187079494,0.47735053381802983,1,1
67,0.5542829198093978,0.49855684369172304,0,0
68,0.49326614060729773,0.5227208699320856,0,0
69,0.41175819398020985,0.5340862046544093,1,1
70,0.3034840580624334,0.6219605913861006,0,1
71,0.37822433305596465,0.49893189849243713,0,1
72,0.28863447840900713,0.5359781235342752,1,0
73,0.23921388206401073,0.6144697493970455,0,1
74,0.19316882809488328,0.6370836366401862,0,1
75,0.26300644476336066,0.6030024060523971,1,0
76,0.30264725060757636,0.5901145119032054,0,0
77,0.2601202992791357,0.6298480243298777,0,1
78,0.19403207684787707,0.5650267684493075,0,1
79,0.24532535421634258,0.5433428655747842,0,0
80,0.17222588819173223,0.5710475672352072,0,1
81,0.19492432958443762,0.5707806636047204,0,0
82,0.2842326118808764,0.5564295761448435,0,1
83,0.16729127877952304,0.5866154447632672,0,1
84,0.13469048125074487,0.5547765430460967,0,0
85,0.1543657757734792,0.47357340617500554,0,1
86,0.09869401063440203,0.5012376254182195,0,1
87,0.0,0.5763411261729985,0,1
88,0.0,0.6297281973639102,0,1
89,0.013501719599351331,0.6314105701474361,0,1
90,0.0,0.6508498127505431,0,1
91,0.0,0.6424439225765978,0,0
92,0.10172381498146277,0.6807688032136132,0,0
93,0.1692683417978466,0.7053459608383971,0,0
94,0.5,0.5,1,0
95,0.5152803276226057,0.49444416054427476,1,1
96,0.4367796625224476,0.5645463205840666,1,1
97,0.5317450984496085,0.5257874310645285,0,1
98,0.562117489958403,0.45459976366097166,1,0
99,0.6566823213939763,0.3688487811981911,1,1
100,0.7172223102896277,0.21981604025975274,0,1
101,0.6966007266409487,0.2230961365153954,1,0
102,0.7611126203791482,0.24362436135523002,1,1
103,0.7220557074366318,0.2601306993936658,1,1
104,0.734918172394596,0.149175949495311,1,0
105,0.5928293110090974,0.17183348401800314,0,0
106,0.6096239938531148,0.21059422225412086,1,0
107,0.5047909345467625,0.30887810935305426,1,0
108,0.46238823385479466,0.36141676768070674,0,1
109,0.4900879266988464,0.3239279498037344,1,0
110,0.44770560962221584,0.43375918397728863,1,0
