trial,mu_1,mu_2,payoff_1,payoff_2
1,0.5555363040196699,0.6081080490131388,1,0
2,0.5733896026174137,0.5300545509686041,1,0
3,0.5749782259311882,0.5043168229019467,1,1
4,0.5381357267860759,0.5422927955710741,1,1
5,0.6839423410538732,0.44552752830729103,1,1
6,0.6323504178751306,0.5128563209851882,1,0
7,0.5783606312067462,0.5833962699589218,0,0
8,0.5303559893467551,0.6401174365769221,1,0
9,0.6566870430235134,0.6655221887988034,1,1
10,0.5974139621628984,0.6400764033351292,0,0
11,0.4998171467611894,0.7000055006426944,0,0
12,0.5111911957171793,0.6901916267964862,0,1
13,0.5018214602752428,0.7117931287023396,0,1
14,0.43361486035479724,0.7973363263382185,1,1
15,0.3710875367419393,0.7639378294187624,0,1
16,0.4047470641874993,0.7297743867713398,0,1
17,0.5173105899912602,0.6778817869965159,1,1
18,0.5496291898437515,0.6517286328441182,0,0
19,0.5938215644958706,0.6581848320065999,0,1
20,0.4781039235914445,0.6579718058217551,0,1
21,0.5514853839054951,0.6857484192265627,1,1
22,0.5036304558365824,0.6496914922337833,1,1
23,0.4835407161746815,0.6960948452007067,0,0
24,0.5039039115031289,0.6233957876321763,0,1
25,0.4605645446109353,0.6450180391500623,1,0
26,0.5223608896423099,0.6457762760729441,0,1
27,0.5,0.5,1,1
28,0.6022260009418758,0.4956540644936477,1,0
29,0.7526863422376644,0.37169159445863914,1,1
30,0.6766497662944365,0.3166367157765047,1,1
31,0.6260153082731562,0.31104971169436996,0,0
32,0.8088854490091774,0.3121211416538003,1,0
33,0.8273200010919786,0.2791173846204304,1,0
34,0.7805933576643481,0.2285517951454364,1,0
35,0.7152175939145428,0.31987202443497353,1,0
36,0.5888093609258068,0.36374680007922094,0,0
37,0.6986517111749764,0.3943155124044686,1,0
38,0.5436518791147121,0.4887108265217062,1,1
39,0.542794862680244,0.5059884469779373,1,1
40,0.642471127175689,0.49783073451712767,1,1
41,0.6335782117416437,0.5816136964642739,1,0
42,0.6330090426701543,0.5916392930548238,1,1
43,0.689080990151704,0.5426644603957738,1,0
44,0.6516805805188931,0.5363513694663262,0,1
45,0.5,0.5,0,1
46,0.4338457920716815,0.4712252673283627,0,1
47,0.3444776055212745,0.46750483615526384,0,0
48,0.2947508453622525,0.5282262278892265,1,1
49,0.2672289972144032,0.526500453470655,0,0
50,0.25032848057806645,0.45397224766934363,0,0
51,0.29196371081414524,0.4689451489454009,0,1
52,0.3691436165967644,0.4709257770092078,0,0
53,0.5,0.5,1,1
54,0.45236182619237253,0.5065203661460863,0,0
55,0.4778179665416222,0.47297747104248544,1,1
56,0.368966295917448,0.5231626314190436,1,1
57,0.30246273042882,0.45435336931828824,0,1
58,0.32735567611452987,0.45698768766877496,0,0
59,0.32246685124126623,0.4801362953124087,1,0
60,0.27215460819148113,0.500028944357675,0,0
61,0.25458359472763337,0.4362903053495167,0,0
62,0.2653199232486547,0.5218348003025857,0,1
63,0.2886438681217638,0.5558807493399208,0,1
64,0.2728994123052485,0.6623460625299196,1,1
65,0.20678578048417717,0.7098180151864799,0,1
66,0.29817145736419143,0.7125034777174252,0,1
67,0.3198513776487277,0.7452837586131956,0,1
68,0.31265889284218146,0.7250344818754157,0,1
69,0.36182844359797767,0.6553906879799622,0,0
70,0.3840641358257631,0.633021753928907,0,1
71,0.3803254608354195,0.6725774435464108,0,1
72,0.3558418528217577,0.7607704303737075,0,1
73,0.43165643319707125,0.6884328772174738,1,0
74,0.35717386418345487,0.7740772661726633,0,1
75,0.16654967213391433,0.7981313779638415,0,0
76,0.5,0.5,1,0
77,0.4710620150210603,0.4693827456199932,0,1
78,0.4713256149975676,0.44477274411949286,0,1
79,0.47183318551555686,0.4128336501098852,0,1
80,0.4377493465274432,0.39138917381351296,0,0
81,0.551356875956117,0.3684812160884937,1,0
82,0.630882612391041,0.40397658250574775,0,0
83,0.6555813184203143,0.4160109385100102,1,1
84,0.6512507695493774,0.49848425105251837,0,0
85,0.5740879445953015,0.44243551558373767,1,1
86,0.6225135414419075,0.37863186008439964,0,0
87,0.7714023755481071,0.36107441917307853,1,0
88,0.8367665280470272,0.3877721298253923,1,1
89,0.7375441752051851,0.41055239597231347,1,0
90,0.6918304921192927,0.4538439109488064,0,0
91,0.6486117528201216,0.4896122574428234,1,0
92,0.7115135023267544,0.40260560271412243,0,0
93,0.6563750100938314,0.4495991523283046,1,0
94,0.6230470281548897,0.42533103070771106,1,1
95,0.7524456431127768,0.3832425055030557,1,1
96,0.7931008021858338,0.3919164059482311,0,0
97,0.8014560382819477,0.39040214959759817,1,1
98,0.6971663506348484,0.43684001669009315,1,1
99,0.7251061802834109,0.4682741357096613,0,0
100,0.6968471074553302,0.4517020736922609,0,1
101,0.6601905548841072,0.4109995190008883,1,1
102,0.6598294141570666,0.38217616649292296,1,0
103,0.6164672269550114,0.39294736545312026,1,0
104,0.38102058669421346,0.5595143060044493,1,1
105,0.39434911390537675,0.6000921509094681,0,1
106,0.3144766261998182,0.6492282297828181,1,0
107,0.201121426396341,0.707539575517551,1,1
108,0.17039504936886715,0.6783634430981275,0,1
109,0.1302362015982919,0.7382510407655679,0,1
110,0.1653033341481352,0.7383935234702063,0,1
111,0.5,0.5,0,0
112,0.5097572478544143,0.41405540122310214,0,0
113,0.577673752044474,0.3993388636801069,1,1
114,0.512302644313696,0.452343162334822,1,0
115,0.6351812532392269,0.3863135504688324,0,1
116,0.7029160499506099,0.3366689238212139,1,0
117,0.8597986510511499,0.29968726536497664,1,0
118,0.7412204626564735,0.3118754886969515,1,0
119,0.6528206221707193,0.4090398132581136,0,0
120,0.5893904704928077,0.32792370533018256,1,0
