trial,mu_1,mu_2,payoff_1,payoff_2
1,0.34612050150804846,0.45178070335598686,1,1
2,0.33924532973482047,0.5380167374829427,0,1
3,0.37185348407591196,0.5763865248163997,0,0
4,0.37601867193574257,0.5884239704121466,0,1
5,0.32569128907173917,0.530999132191231,0,0
6,0.2867827406292513,0.49319033982756455,0,1
7,0.3583388301159945,0.5120681850663867,1,0
8,0.30968143177633123,0.4779400778013178,0,1
9,0.2952824872879724,0.47566242002404824,1,0
10,0.345248164141941,0.5048081555223679,1,0
11,0.3045965886341443,0.6003388127975715,0,0
12,0.3013039174787279,0.6386038342553938,1,1
13,0.4227418834164378,0.5363180392100818,1,0
14,0.5281905005045454,0.46165885133050993,0,1
15,0.5437004236299756,0.4961725702849142,1,1
16,0.5241195666127594,0.4563359265361174,0,0
17,0.46387699175277963,0.45935772946786446,1,1
18,0.4805157312298484,0.49151713354068194,0,1
19,0.50078368478139,0.41903339448969973,1,1
20,0.5212142041067906,0.37844987291906396,0,0
21,0.5195169393595097,0.35936801923285205,1,0
22,0.5203504138095398,0.37730083458539415,1,1
23,0.6633352375562945,0.3318802023218255,0,0
24,0.5,0.5,0,0
25,0.39974866497838846,0.5614739781667699,0,1
26,0.4704562998118387,0.500549539507503,0,1
27,0.5006160381337024,0.4758186811198905,1,0
28,0.38488462792686096,0.4863642161094838,0,0
29,0.45409093767884995,0.5120953505553211,0,1
30,0.389310384474035,0.5122141247191517,0,0
31,0.4169538775428805,0.5943061733822612,0,0
32,0.29601438681371695,0.6536855526236307,0,1
33,0.28412817027277865,0.6934603302115825,1,1
34,0.3678846134511532,0.601883326769251,1,0
35,0.36716442978981273,0.6845360946163468,0,1
36,0.330056884616894,0.7434810338196969,0,1
37,0.38714977078680357,0.7033887642453376,0,0
38,0.42040317241982506,0.751648677602415,1,0
39,0.38770363778629896,0.8022370615364532,0,0
40,0.38324318799688023,0.7919267284156308,1,0
41,0.428929573740642,0.7475997840128938,1,1
42,0.5865938611841239,0.6703261804736281,1,1
43,0.5057921260065337,0.7617490424526112,0,1
44,0.4137551702155392,0.7266861529258106,0,0
45,0.36972002467356946,0.6913379575412395,0,0
46,0.3614049267488865,0.5607051072443036,0,1
47,0.37002784869086425,0.5927822817721284,1,1
48,0.27143708413360546,0.6451696531650628,0,0
49,0.2503434128105525,0.6582941008359715,0,0
50,0.12240036509038521,0.6816458824927951,0,1
51,0.05575900730547072,0.5970082666819776,0,1
52,0.0578759519997497,0.5849922931088188,0,1
53,0.1140511386015757,0.5304605392301316,0,1
54,0.13447448121483496,0.6126751733147041,1,1
55,0.14292953093919808,0.6706445430495649,0,0
56,0.5,0.5,1,0
57,0.6346897694485154,0.34591360819697414,1,1
58,0.6793930889482782,0.40269753629142063,1,0
59,0.7095582812627012,0.45311699016580437,1,1
60,0.6834711620083634,0.46489405135085443,0,0
61,0.5,0.5,1,0
62,0.5252669619500246,0.49246998519570595,1,1
63,0.44182567077304785,0.563975598097021,0,1
64,0.4095909066139978,0.6020250104001924,0,1
65,0.4554881945284666,0.5683502918516136,0,1
66,0.5018002040265653,0.4984613240101946,0,1
67,0.5927163157895835,0.5180536844783121,1,1
68,0.5567938710364445,0.589028835305532,0,1
69,0.5103225560875776,0.5703098971477725,1,1
70,0.5720202449309928,0.6107637560691318,0,0
71,0.7009876701023401,0.6068918170976034,1,1
72,0.6485316192752885,0.5444451015559209,1,1
73,0.7093518307452584,0.47556529678702525,1,1
74,0.7667724438309617,0.5168566380880456,1,0
75,0.7646278070139384,0.48969004257076665,0,0
76,0.8073358610748496,0.4444057541388499,1,1
77,0.8425840824688836,0.45867867040340343,0,0
78,0.7332453219845305,0.5367016337488749,0,1
79,0.6810779111460299,0.4463232141648342,0,0
80,0.6116258478101291,0.5049444501994123,1,1
81,0.6127253215337571,0.5364700306655981,0,0
82,0.5426503573456893,0.541173653499861,1,1
83,0.4153360837190373,0.6319429435425651,0,1
84,0.38297812596285363,0.541534515816251,0,1
85,0.3860445642038598,0.5560726234137403,0,0
86,0.4111129539883213,0.5853765667125941,1,0
87,0.42356088747469517,0.6246657758210146,0,1
88,0.41859355127363457,0.6373591774812646,1,1
89,0.5,0.5,1,0
90,0.4527810828569908,0.5038451224004405,1,1
91,0.3666935946515732,0.5329140485293669,1,0
92,0.3405809894951062,0.542382366901749,0,1
93,0.30590010285272096,0.5185582525425028,0,1
94,0.244084354215795,0.5158301431714795,0,0
95,0.22473436182189377,0.4952627557844971,0,1
96,0.23855229188963037,0.5081452191034986,0,0
97,0.15576752145001815,0.47924214226331047,0,0
98,0.13096806064070526,0.4793905848910847,0,0
99,0.017839392843756935,0.6067728957165108,0,1
100,0.16475432380556604,0.5290560689701804,0,1
101,0.24169770310363836,0.5202060583848811,0,0
102,0.22650514121085544,0.4928872787508046,0,1
103,0.3059299432934774,0.48847567344198517,0,0
104,0.3805427837213432,0.4956700591435082,1,0
105,0.34525269017819504,0.5338614498274225,0,0
106,0.3284961372996309,0.5385301171299262,0,0
107,0.2507997436057192,0.5905229649918067,0,1
108,0.12349202511674573,0.6942406870337023,0,0
109,0.051931137956784834,0.6432491942519134,0,0
110,0.07667319945094539,0.6626572588442801,0,1
111,0.13296320966895178,0.6799905697548444,0,1
112,0.06805926596513222,0.7576247026266731,0,1
113,0.09587221222835096,0.7836534275956759,0,1
114,0.5,0.5,0,1
115,0.5285421728297911,0.3709083401395169,0,0
116,0.6334671018453147,0.34403386273057973,0,1
117,0.5367293901515825,0.3328759110334763,0,1
118,0.5812589970067905,0.3308147294134762,1,1
119,0.506155228967122,0.3188567995979629,1,1
120,0.4659880892814515,0.30788349856736485,1,0
121,0.42157383036577356,0.2950900559937351,1,1
122,0.37726101165195725,0.2952098997844177,0,1
123,0.3908409140446995,0.2577236345381278,0,0
124,0.47846285841760017,0.25821869566375877,0,0
125,0.3998548996793312,0.30450867679966054,1,0
126,0.4471228139806647,0.27395307230681787,1,1
127,0.45049239953852993,0.24740645283134877,0,1
128,0.5113852059898466,0.24836788398004855,1,0
129,0.4353096074909847,0.21151203348952402,1,0
130,0.499857382525683,0.24178110691467428,0,0
131,0.60966671960773,0.17231602665267687,1,1
132,0.5531466485595921,0.17656316219818413,0,0
133,0.4776477534007033,0.1145417070339719,1,0
134,0.47931406004624355,0.14725513579986127,1,0
135,0.5021860614735444,0.1855833711712174,0,0
136,0.5987702392087417,0.16868804459367182,0,0
137,0.5847298515693146,0.21035255105716316,0,0
138,0.5279643818615627,0.13092816391317638,1,0
139,0.5,0.5,0,0
140,0.5544037938295124,0.5311818691132454,1,0
141,0.6179120071482457,0.5813275169378521,1,1
142,0.5905808458676843,0.5895562271138254,0,1
143,0.5864278290581563,0.5400638712567145,1,1
144,0.49393345266668914,0.7067506839468113,1,1
145,0.44592330011627074,0.7315641647086567,1,1
146,0.5238316754203374,0.7157681082962556,1,0
147,0.45757635884918085,0.7068033734242783,1,0
148,0.5011412155116343,0.6388347650911164,0,1
149,0.39362240309578933,0.6910092193285385,1,1
150,0.3859923762444005,0.7090805322859125,1,1
